,Year,Rating,Runtime(Mins),Total_Gross,Title
707,1974,6.7,125,20.97,The Man with the Golden Gun
708,1973,6.7,121,35.38,Live and Let Die
713,2019,6.6,118,7.74,Anna
714,2019,6.6,104,2.41,The Art of Self-Defense
715,2018,6.6,96,31.45,Adrift
717,2017,6.6,136,226.01,The Fate of the Furious
719,2018,6.6,110,21.7,Overlord
720,2018,6.6,96,35.85,Alpha
721,2016,6.6,123,162.43,Jason Bourne
722,2017,6.6,118,168.05,Kong: Skull Island
723,2015,6.6,105,0.18,Bølgen
724,2019,6.6,107,105.81,The Lego Movie 2: The Second Part
725,2017,6.6,143,3.26,Raees
726,2018,6.6,140,46.87,Red Sparrow
727,2013,6.6,117,159.58,The Heat
728,2015,6.6,114,26.46,Run All Night
729,2014,6.6,123,337.14,The Hunger Games: Mockingjay - Part 1
730,2014,6.6,142,202.85,The Amazing Spider-Man 2
731,2018,6.6,121,15.77,Hunter Killer
732,2014,6.6,139,150.95,Divergent
734,2013,6.6,116,53.26,RED 2
735,2012,6.6,103,85.02,The Expendables 2
736,2013,6.6,114,61.74,Ender's Game
737,2012,6.6,102,18.62,Man on a Ledge
738,2013,6.6,109,93.05,Elysium
739,2011,6.6,88,1.02,Attack the Block
740,2010,6.6,107,119.22,The Other Guys
741,2011,6.6,137,241.06,Pirates of the Caribbean: On Stranger Tides
742,2018,6.6,112,213.52,Venom
743,2010,6.6,117,43.31,Edge of Darkness
744,2012,6.6,135,113.2,The Bourne Legacy
747,2008,6.6,118,101.11,Eagle Eye
748,2010,6.6,105,26.59,Machete
749,2010,6.6,140,105.27,Robin Hood
750,2021,6.6,127,116.99,Jungle Cruise
751,2013,6.6,102,107.52,Epic
752,2008,6.6,106,168.37,Quantum of Solace
753,2008,6.6,112,134.52,The Incredible Hulk
754,2006,6.6,115,0.42,Seraphim Falls
755,2006,6.6,109,35.66,Smokin' Aces
756,2010,6.6,116,90.76,Prince of Persia: The Sands of Time
757,2007,6.6,86,12.81,Shoot 'Em Up
758,2006,6.6,102,36.9,16 Blocks
759,2008,6.6,90,72.27,Vantage Point
760,2006,6.6,85,64.67,Flushed Away
761,2012,6.6,132,73.08,John Carter
762,2007,6.6,113,39.57,30 Days of Night
763,2006,6.6,104,234.36,X-Men: The Last Stand
764,2003,6.6,104,47.73,The Rundown
765,2003,6.6,121,43.73,Tears of the Sun
766,2004,6.6,119,57.76,The Chronicles of Riddick
767,2003,6.6,115,52.8,The Recruit
768,2001,6.6,94,0.08,Wasabi
769,2001,6.6,98,36.85,Kiss of the Dragon
770,2001,6.6,90,226.16,Rush Hour 2
771,2001,6.6,97,21.97,Joy Ride
772,2000,6.6,119,6.06,The Way of the Gun
773,2000,6.6,110,56.94,Shanghai Noon
774,2003,6.6,147,138.61,Bad Boys II
775,1999,6.6,95,206.04,Austin Powers: The Spy Who Shagged Me
776,2000,6.6,116,77.09,U-571
777,1998,6.6,127,130.44,Lethal Weapon 4
778,2002,6.6,142,310.68,Star Wars: Episode II - Attack of the Clones
779,2000,6.6,94,22.75,Titan A.E.
780,2002,6.6,100,40.12,Resident Evil
781,1999,6.6,102,32.7,The 13th Warrior
782,1996,6.6,116,59.03,Courage Under Fire
783,1995,6.6,127,67.82,Outbreak
784,1994,6.6,118,75.67,Star Trek: Generations
785,1993,6.6,86,38.91,Hot Shots! Part Deux
786,1991,6.6,97,47.62,New Jack City
787,1989,6.6,114,30.05,Road House
788,1989,6.6,133,34.67,Licence to Kill
789,1989,6.6,108,112.49,Ghostbusters II
790,1989,6.6,125,46.21,Black Rain
791,1987,6.6,101,38.12,The Running Man
792,1986,6.6,97,174.64,Crocodile Dundee
793,1984,6.6,105,76.47,Star Trek III: The Search for Spock
794,1983,6.6,117,67.64,Sudden Impact
795,1981,6.6,109,17.37,Outland
796,1975,6.6,125,30.0,Rollerball
800,2018,6.5,121,1.21,Mandy
801,2019,6.5,137,173.96,Fast & Furious Presents: Hobbs & Shaw
802,2019,6.5,104,144.11,Pokémon: Detective Pikachu
803,2020,6.5,99,148.97,Sonic the Hedgehog
804,2016,6.5,96,38.58,Nerve
805,2018,6.5,100,54.55,Tag
806,2014,6.5,112,6.11,The Interview
807,2019,6.5,141,515.2,Star Wars: Episode IX - The Rise of Skywalker
808,2013,6.5,100,20.16,Homefront
809,2013,6.5,119,98.93,Olympus Has Fallen
810,2015,6.5,117,12.28,Self/less
811,2015,6.5,137,281.72,The Hunger Games: Mockingjay - Part 2
812,2017,6.5,129,172.56,Pirates of the Caribbean: Dead Men Tell No Tales
813,2012,6.5,162,0.07,Fetih 1453
814,2012,6.5,94,17.14,Safe
815,2013,6.5,103,28.8,Kick-Ass 2
817,2012,6.5,91,20.28,Premium Rush
818,2020,6.5,124,206.31,Bad Boys for Life
819,2013,6.5,130,6.59,Yi dai zong shi
820,2018,6.5,130,45.5,12 Strong
822,2009,6.5,101,0.04,Banlieue 13: Ultimatum
824,2008,6.5,113,24.85,Never Back Down
825,2009,6.5,107,155.06,Fast & Furious
826,2009,6.5,118,25.45,The International
827,2008,6.5,104,52.08,The Forbidden Kingdom
828,2009,6.5,92,45.8,Underworld: Rise of the Lycans
829,2008,6.5,150,141.62,The Chronicles of Narnia: Prince Caspian
830,2011,6.5,93,29.12,The Mechanic
831,2007,6.5,124,219.96,National Treasure: Book of Secrets
832,2009,6.5,107,179.88,X-Men Origins: Wolverine
833,2014,6.5,102,13.76,Sin City: A Dame to Kill For
834,2006,6.5,140,13.08,Flyboys
835,2006,6.5,152,2.64,Dhoom:2
836,2009,6.5,115,125.32,Terminator Salvation
837,2008,6.5,110,130.32,Get Smart
838,2008,6.5,96,71.2,The Spiderwick Chronicles
839,2005,6.5,116,234.28,War of the Worlds
840,2014,6.5,114,26.31,A Walk Among the Tombstones
841,2004,6.5,106,4.43,Spartan
842,2005,6.5,120,186.34,Mr. & Mrs. Smith
843,2004,6.5,115,74.54,Ladder 49
844,2005,6.5,113,34.64,Hostage
845,2004,6.5,94,32.0,Cellular
846,2001,6.5,109,0.05,Heist
847,2001,6.5,99,69.77,Swordfish
848,2002,6.5,132,18.31,The Four Feathers
849,2000,6.5,118,101.65,Gone in Sixty Seconds
850,2000,6.5,130,90.46,Space Cowboys
851,2000,6.5,88,0.73,Taxi 2
852,1999,6.5,136,474.54,Star Wars: Episode I - The Phantom Menace
853,1998,6.5,131,57.17,U.S. Marshals
854,1998,6.5,132,56.97,The Man in the Iron Mask
855,1997,6.5,119,125.33,Tomorrow Never Dies
856,1997,6.5,129,229.09,The Lost World: Jurassic Park
857,1997,6.5,124,172.96,Air Force One
858,1996,6.5,133,56.57,Executive Decision
859,1995,6.5,108,18.64,The Quick and the Dead
860,1993,6.5,113,84.05,Cliffhanger
861,1992,6.5,103,83.36,Under Siege
862,1991,6.5,108,46.7,The Rocketeer
863,1990,6.5,104,44.14,Young Guns II
864,1987,6.5,100,153.67,Beverly Hills Cop II
865,1985,6.5,96,150.42,Rambo: First Blood Part II
866,1983,6.5,131,67.9,Octopussy
868,1971,6.5,120,43.82,Diamonds Are Forever
872,2018,6.4,101,35.42,Peppermint
873,2017,6.4,108,0.1,Revenge
874,2019,6.4,121,69.03,Angel Has Fallen
875,2019,6.4,97,41.66,The Angry Birds Movie 2
876,2019,6.4,99,57.01,Escape Room
877,2016,6.4,76,3.78,Batman: The Killing Joke
878,2019,6.4,111,21.36,Shaft
879,2016,6.4,129,65.08,Now You See Me 2
880,2016,6.4,152,330.36,Batman v Superman: Dawn of Justice
881,2014,6.4,103,71.96,The Purge: Anarchy
882,2014,6.4,89,126.66,Lucy
883,2014,6.4,108,0.0,Son of a Gun
884,2014,6.4,132,43.58,Need for Speed
885,2016,6.4,129,10.38,Live by Night
886,2014,6.4,103,1.11,The Rover
888,2017,6.4,136,41.19,Valerian and the City of a Thousand Planets
889,2013,6.4,118,10.88,Dead Man Down
890,2013,6.4,129,49.88,Pain & Gain
891,2015,6.4,130,93.44,Tomorrowland
892,2014,6.4,104,82.39,Let's Be Cops
893,2013,6.4,101,0.06,How I Live Now
894,2011,6.4,95,0.03,Kill List
895,2011,6.4,108,36.67,Colombiana
896,2012,6.4,105,45.29,Here Comes the Boom
897,2012,6.4,131,47.38,Savages
898,2012,6.4,110,70.01,Act of Valor
899,2012,6.4,109,66.53,Contraband
901,2011,6.4,116,25.12,Killer Elite
902,2010,6.4,98,23.24,Faster
903,2010,6.4,107,52.0,Predators
904,2013,6.4,119,42.03,Riddick
905,2010,6.4,103,103.07,The Expendables
907,2013,6.4,150,89.3,The Lone Ranger
908,2010,6.4,102,0.02,Black Death
909,2010,6.4,92,23.98,From Paris with Love
911,2009,6.4,106,65.45,The Taking of Pelham 123
913,2010,6.4,100,118.31,Salt
914,2009,6.4,94,198.35,Monsters vs. Aliens
915,2013,6.4,112,42.93,Snitch
916,2014,6.4,123,200.68,Godzilla
917,2008,6.4,105,36.32,Death Race
918,2008,6.4,92,227.95,Hancock
919,2009,6.4,98,30.1,Daybreakers
920,2006,6.4,132,0.45,Dnevnoy dozor
921,2004,6.4,114,1.49,Nochnoy dozor
923,2004,6.4,124,33.68,The Punisher
924,2004,6.4,124,186.74,The Day After Tomorrow
925,2002,6.4,110,26.2,Blood Work
926,2003,6.4,110,0.07,Ned Kelly
927,2003,6.4,98,26.54,Basic
928,2002,6.4,116,43.25,Star Trek: Nemesis
929,2001,6.4,112,56.62,Rat Race
930,2001,6.4,130,202.02,The Mummy Returns
931,2000,6.4,130,182.62,The Perfect Storm
932,2001,6.4,106,32.13,Final Fantasy: The Spirits Within
933,2002,6.4,124,118.91,The Sum of All Fears
934,2001,6.4,106,59.07,Behind Enemy Lines
935,1999,6.4,128,126.94,The World Is Not Enough
936,1998,6.4,116,40.98,The Siege
937,1998,6.4,103,70.12,Star Trek: Insurrection
938,1997,6.4,124,54.93,The Jackal
939,1996,6.4,113,241.72,Twister
940,1996,6.4,101,17.6,Last Man Standing
941,1996,6.4,103,51.37,DragonHeart
942,1995,6.4,98,16.12,The Prophecy
943,1995,6.4,102,36.85,Just Cause
944,1993,6.4,130,50.02,Last Action Hero
945,1992,6.4,114,55.47,Alien³
946,1990,6.4,96,33.88,Darkman
947,1989,6.4,104,63.41,Tango & Cash
948,1989,6.4,109,22.1,Lock Up
949,1989,6.4,97,14.7,Kickboxer
950,1971,6.4,98,8.72,The Omega Man
951,2021,6.3,156,164.87,Eternals
959,2018,6.3,110,140.22,Ocean's Eight
960,2021,6.3,113,100.92,Godzilla vs. Kong
961,2016,6.3,91,1.8,Free Fire
963,2016,6.3,86,55.12,The Shallows
964,2015,6.3,131,81.7,Maze Runner: The Scorch Trials
965,2016,6.3,107,36.87,Risen
966,2016,6.3,113,14.27,Criminal
967,2016,6.3,92,0.04,Bastille Day
968,2013,6.3,131,73.1,White House Down
970,2015,6.3,95,0.03,Mr. Right
971,2016,6.3,97,107.51,Angry Birds
973,2015,6.3,93,3.64,Scouts Guide to the Zombie Apocalypse
974,2016,6.3,115,12.63,Triple 9
975,2011,6.3,101,8.31,Johnny English Reborn
976,2012,6.3,103,54.76,This Means War
977,2018,6.3,104,36.34,The Commuter
978,2013,6.3,107,12.05,The Last Stand
979,2012,6.3,88,62.32,Underworld: Awakening
980,2016,6.3,107,127.44,Central Intelligence
982,2010,6.3,105,35.61,The American
983,2018,6.3,119,58.25,Tomb Raider
984,2013,6.3,114,65.19,Jack the Giant Slayer
985,2015,6.3,126,89.76,Terminator Genisys
986,2017,6.3,107,40.56,Ghost in the Shell
987,2013,6.3,103,0.01,The Necessary Death of Charlie Countryman
988,2009,6.3,99,38.11,Ninja Assassin
989,2018,6.3,107,34.02,Death Wish
991,2010,6.3,111,13.79,Repo Men
992,2010,6.3,97,0.12,Centurion
993,2010,6.3,109,76.42,Knight and Day
994,2009,6.3,89,38.58,Surrogates
995,2009,6.3,90,7.71,The Collector
996,2010,6.3,97,23.58,The Losers
997,2007,6.3,115,82.16,Beowulf
998,2007,6.3,139,336.53,Spider-Man 3
999,2005,6.3,100,63.95,Sky High
1000,2005,6.3,109,19.98,Assault on Precinct 13
1001,2005,6.3,87,43.1,Transporter 2
1002,2009,6.3,94,19.55,Astro Boy
1003,2005,6.3,111,0.08,Revolver
1004,2004,6.3,126,51.88,King Arthur
1005,2003,6.3,119,53.79,Paycheck
1006,2003,6.3,102,56.36,Once Upon a Time in Mexico
1007,2000,6.3,135,32.6,Proof of Life
1008,2001,6.3,93,5.2,The 51st State
1009,2000,6.3,109,106.81,Miss Congeniality
1010,2003,6.3,109,150.37,Terminator 3: Rise of the Machines
1011,2001,6.3,95,13.6,Osmosis Jones
1012,1999,6.3,93,68.52,Blue Streak
1013,1999,6.3,113,87.7,Entrapment
1014,1995,6.3,90,8.17,Nick of Time
1015,1995,6.3,133,30.31,Assassins
1016,1993,6.3,105,53.9,The Three Musketeers
1017,1992,6.3,129,121.95,The Bodyguard
1018,1990,6.3,108,30.67,Predator 2
1019,1985,6.3,131,50.33,A View to a Kill
1020,1985,6.3,80,21.29,The Black Cauldron
1021,1984,6.3,114,38.38,Red Dawn
1022,1984,6.3,137,30.93,Dune
1023,1978,6.3,114,106.0,Every Which Way but Loose
1024,1971,6.3,98,12.3,Escape from the Planet of the Apes
1028,2019,6.2,93,22.37,Stuber
1030,2018,6.2,121,1.53,Destroyer
1031,2018,6.2,89,4.41,Johnny English Strikes Again
1032,2019,6.2,128,62.25,Terminator: Dark Fate
1034,2019,6.2,119,32.14,Cold Pursuit
1036,2018,6.2,143,58.03,Maze Runner: The Death Cure
1037,2017,6.2,88,1.8,The Wall
1038,2016,6.2,100,20.57,Keanu
1039,2016,6.2,83,6.86,Grimsby
1040,2016,6.2,121,34.34,Inferno
1041,2015,6.2,119,130.18,Insurgent
1042,2014,6.2,108,24.98,The November Man
1043,2014,6.2,118,30.58,Deliver Us from Evil
1044,2014,6.2,119,23.02,Transcendence
1045,2014,6.2,117,30.7,3 Days to Kill
1046,2017,6.2,89,73.92,Captain Underpants: The First Epic Movie
1048,2017,6.2,111,36.25,American Assassin
1049,2013,6.2,118,17.62,Parker
1050,2013,6.2,100,0.03,Hummingbird
1051,2010,6.2,126,4.63,Dabangg
1053,2011,6.2,154,352.39,Transformers: Dark of the Moon
1054,2012,6.2,92,139.85,Taken 2
1055,2012,6.2,118,58.88,Total Recall
1056,2013,6.2,128,38.36,47 Ronin
1057,2009,6.2,118,10.27,The Boondock Saints II: All Saints Day
1058,2014,6.2,102,106.58,300: Rise of an Empire
1059,2014,6.2,117,58.61,RoboCop
1060,2014,6.2,105,50.58,Jack Ryan: Shadow Recruit
1061,2010,6.2,140,176.59,The Karate Kid
1062,2010,6.2,107,57.74,Takers
1063,2011,6.2,114,19.49,The Eagle
1064,2010,6.2,100,5.66,The Warrior's Way
1065,2016,6.2,110,126.64,The Legend of Tarzan
1066,2014,6.2,92,56.28,Dracula Untold
1067,2008,6.2,98,0.1,Ong Bak 2
1068,2007,6.2,103,22.49,War
1069,2007,6.2,99,0.01,Rogue
1070,2011,6.2,104,78.05,Tower Heist
1071,2007,6.2,100,39.69,Hitman
1072,2008,6.2,115,0.16,Outlander
1073,2007,6.2,87,54.15,TMNT
1074,2009,6.2,121,79.96,Knowing
1075,2007,6.2,96,18.21,Next
1076,2007,6.2,94,50.65,Resident Evil: Extinction
1077,2005,6.2,95,0.05,Feast
1078,2005,6.2,101,29.26,Zathura: A Space Adventure
1079,2008,6.2,122,317.1,Indiana Jones and the Kingdom of the Crystal Skull
1080,2004,6.2,97,28.33,After the Sunset
1081,2004,6.2,86,45.86,Walking Tall
1082,2003,6.2,114,60.48,Shanghai Knights
1083,2002,6.2,94,213.31,Austin Powers in Goldmember
1084,2007,6.2,91,140.13,Rush Hour 3
1085,2003,6.2,89,28.08,Johnny English
1086,2002,6.2,101,43.06,Reign of Fire
1087,2002,6.2,81,16.03,Kung Pow: Enter the Fist
1088,2001,6.2,183,198.54,Pearl Harbor
1089,1998,6.2,96,85.74,Gekijô-ban poketto monsutâ - Myûtsû no gyakushû
1090,1998,6.2,108,54.68,Small Soldiers
1091,1998,6.2,120,140.46,Deep Impact
1092,1997,6.2,116,61.36,The Saint
1093,1997,6.2,97,41.07,Money Talks
1094,1997,6.2,111,42.87,The Devil's Own
1095,1997,6.2,109,47.75,Alien Resurrection
1096,1997,6.2,101,12.67,Yat goh ho yan
1097,1996,6.2,115,101.3,Eraser
1098,1995,6.2,135,88.25,Waterworld
1099,1994,6.2,121,30.16,Blown Away
1100,1993,6.2,125,63.1,Rising Sun
1101,1993,6.2,84,27.98,Loaded Weapon 1
1102,1993,6.2,97,32.59,Hard Target
1103,1990,6.2,108,24.08,Lionheart
1104,1990,6.2,111,91.46,Kindergarten Cop
1105,1990,6.2,105,103.74,Dick Tracy
1106,1988,6.2,91,37.9,The Dead Pool
1108,1985,6.2,107,36.2,Mad Max Beyond Thunderdome
1109,1981,6.2,95,72.18,The Cannonball Run
1110,1979,6.2,126,70.31,Moonraker
1111,1975,6.2,80,8.0,Death Race 2000
1115,2019,6.1,87,39.01,Crawl
1118,2019,6.1,102,60.48,Dora and the Lost City of Gold
1122,2018,6.1,94,6.71,Hotel Artemis
1123,2018,6.1,115,14.84,The Girl in the Spider's Web
1125,2018,6.1,128,417.72,Jurassic World: Fallen Kingdom
1126,2018,6.1,94,36.11,Mile 22
1127,2018,6.1,111,4.97,Gringo
1128,2016,6.1,118,58.7,Jack Reacher: Never Go Back
1129,2015,6.1,96,14.43,American Ultra
1132,2016,6.1,114,48.39,The Huntsman: Winter's War
1133,2014,6.1,126,39.32,The Expendables 3
1134,2018,6.1,107,101.03,Rampage
1135,2015,6.1,114,155.19,San Andreas
1136,2012,6.1,100,13.75,Hit and Run
1137,2012,6.1,82,12.84,The Collection
1138,2012,6.1,127,155.33,Snow White and the Huntsman
1139,2013,6.1,99,0.01,Welcome to the Punch
1140,2011,6.1,86,0.7,Hobo with a Shotgun
1141,2011,6.1,83,37.05,30 Minutes or Less
1142,2018,6.1,128,15.95,Mortal Engines
1143,2011,6.1,111,55.1,I Am Number Four
1145,2013,6.1,88,55.7,Hansel & Gretel: Witch Hunters
1146,2014,6.1,99,134.94,Ride Along
1150,2013,6.1,109,19.7,Broken City
1152,2011,6.1,105,0.04,Seeking Justice
1153,2019,6.1,89,18.87,Rambo: Last Blood
1154,2009,6.1,96,13.63,Crank: High Voltage
1155,2017,6.1,120,229.02,Justice League
1157,2010,6.1,109,63.15,The Sorcerer's Apprentice
1158,2011,6.1,88,1.1,Red State
1160,2008,6.1,88,80.17,Jumper
1161,2009,6.1,111,31.81,Push
1162,2006,6.1,108,36.28,The Sentinel
1163,2004,6.1,113,21.01,Flight of the Phoenix
1164,2006,6.1,154,200.08,Superman Returns
1165,2004,6.1,106,37.76,Sky Captain and the World of Tomorrow
1166,2004,6.1,94,51.2,Resident Evil: Apocalypse
1167,2021,6.1,110,42.2,Mortal Kombat
1168,2002,6.1,96,12.4,Undisputed
1169,2002,6.1,133,160.94,Die Another Day
1170,2002,6.1,134,40.91,Windtalkers
1171,2001,6.1,108,10.97,Antitrust
1172,2001,6.1,120,24.4,15 Minutes
1173,2000,6.1,115,55.97,Romeo Must Die
1174,1999,6.1,121,29.76,Mystery Men
1175,2002,6.1,88,190.42,Men in Black II
1176,1998,6.1,108,20.24,Vampires
1177,2000,6.1,123,215.41,Mission: Impossible II
1178,1998,6.1,111,32.94,Mercury Rising
1179,1998,6.1,134,37.02,Sphere
1180,1998,6.1,87,18.97,The Replacement Killers
1181,1997,6.1,177,17.63,The Postman
1182,1997,6.1,107,25.83,Murder at 1600
1183,1998,6.1,106,11.2,Deep Rising
1184,1996,6.1,108,70.77,Broken Arrow
1185,1993,6.1,109,30.04,Point of No Return
1186,1992,6.1,102,36.3,Universal Soldier
1187,1990,6.1,107,82.67,Days of Thunder
1188,1988,6.1,104,34.99,Red Heat
1189,1986,6.1,113,115.1,The Karate Kid Part II
1190,1985,6.1,101,11.6,Lifeforce
1191,1985,6.1,106,75.97,The Jewel of the Nile
1192,1983,6.1,134,55.5,Never Say Never Again
1193,1983,6.1,116,16.52,Krull
1194,1972,6.1,88,9.81,Conquest of the Planet of the Apes
1196,2020,6.0,109,84.16,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn
1198,2018,6.0,117,33.56,The Spy Who Dumped Me
1199,2021,6.0,98,32.64,Don't Breathe 2
1200,2019,6.0,109,5.96,Captive State
1202,2016,6.0,108,79.21,The Purge: Election Year
1203,2019,6.0,132,110.5,Godzilla: King of the Monsters
1205,2017,6.0,101,59.28,The Lego Ninjago Movie
1206,2014,6.0,108,89.26,Taken 3
1208,2013,6.0,141,5.31,Chennai Express
1209,2013,6.0,105,0.1,Man of Tai Chi
1214,2012,6.0,95,14.33,Lockout
1215,2014,6.0,150,65.01,Exodus: Gods and Kings
1216,2014,6.0,98,72.69,Hercules
1217,2011,6.0,110,83.5,Immortals
1218,2010,6.0,103,67.63,The Tourist
1219,2008,6.0,104,31.72,Transporter 3
1223,2011,6.0,110,36.39,Sucker Punch
1224,2009,6.0,93,0.02,Valhalla Rising
1225,2008,6.0,135,43.95,Speed Racer
1226,2009,6.0,85,0.09,Carriers
1227,2017,6.0,100,18.6,CHIPS
1229,2006,6.0,104,62.51,The Fast and the Furious: Tokyo Drift
1230,2007,6.0,114,0.0,The Condemned
1231,2006,6.0,132,63.45,Miami Vice
1232,2011,6.0,119,100.24,Cowboys & Aliens
1233,2004,6.0,131,120.18,Van Helsing
1234,2005,6.0,124,68.67,Sahara
1235,2003,6.0,94,34.24,The Hunted
1236,2001,6.0,82,80.94,Jimmy Neutron: Boy Genius
1237,2003,6.0,109,26.18,A Man Apart
1238,2003,6.0,117,116.93,S.W.A.T.
1239,2000,6.0,99,70.33,Shaft
1240,1998,6.0,87,9.62,Wrongfully Accused
1241,1998,6.0,91,27.05,The Big Hit
1242,1998,6.0,99,14.57,Soldier
1243,1997,6.0,124,41.26,The Peacemaker
1244,1997,6.0,125,48.17,G.I. Jane
1245,1997,6.0,108,67.13,Dante's Peak
1246,1995,6.0,134,37.6,First Knight
1247,1994,6.0,108,32.06,The Shadow
1248,1991,6.0,88,78.66,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1249,1990,6.0,110,70.98,Bird on a Wire
1250,1989,6.0,101,43.25,K-9
1251,1988,6.0,99,18.87,Above the Law
1252,1984,6.0,114,15.1,Firestarter
1253,1970,6.0,95,19.0,Beneath the Planet of the Apes
1254,2019,5.9,125,5.88,Liu lang di qiu
1255,2021,5.9,97,213.55,Venom: Let There Be Carnage
1256,2017,5.9,161,5.56,Tiger Zinda Hai
1258,2016,5.9,112,82.05,Teenage Mutant Ninja Turtles: Out of the Shadows
1259,2017,5.9,124,85.36,Power Rangers
1260,2016,5.9,99,62.68,London Has Fallen
1261,2016,5.9,102,91.22,Ride Along 2
1262,2016,5.9,105,14.9,Keeping Up with the Joneses
1263,2016,5.9,103,45.54,The Great Wall
1264,2012,5.9,94,11.65,Gone
1266,2015,5.9,106,27.37,The Last Witch Hunter
1267,2012,5.9,105,37.52,Abraham Lincoln: Vampire Hunter
1268,2017,5.9,95,30.72,Kidnap
1269,2016,5.9,123,325.1,Suicide Squad
1270,2008,5.9,98,35.16,Star Wars: The Clone Wars
1271,2009,5.9,149,402.11,Transformers: Revenge of the Fallen
1274,2011,5.9,108,23.07,Sanctum
1275,2012,5.9,125,49.88,Red Tails
1276,2008,5.9,113,10.96,Doomsday
1277,2008,5.9,103,7.95,Punisher: War Zone
1278,2005,5.9,127,10.17,Domino
1279,2005,5.9,129,46.46,The Legend of Zorro
1280,2005,5.9,110,18.47,Into the Blue
1281,2005,5.9,118,37.92,The Brothers Grimm
1282,2003,5.9,107,127.15,2 Fast 2 Furious
1283,2002,5.9,86,38.23,Undercover Brother
1284,2002,5.9,96,56.68,The Time Machine
1285,2001,5.9,87,43.91,The One
1286,2001,5.9,125,15.74,3000 Miles to Graceland
1287,2000,5.9,123,34.6,The 6th Day
1288,2000,5.9,124,69.24,Vertical Limit
1289,2001,5.9,92,181.17,Jurassic Park III
1290,1999,5.9,105,73.65,Deep Blue Sea
1291,1998,5.9,102,74.33,Six Days Seven Nights
1292,1998,5.9,97,19.82,Hard Rain
1293,1996,5.9,116,18.57,The Fan
1294,1996,5.9,114,33.02,Daylight
1295,1995,5.9,114,50.73,The Net
1296,1994,5.9,99,44.85,Timecop
1297,1992,5.9,95,6.74,Fortress
1298,1992,5.9,84,44.07,Passenger 57
1299,1990,5.9,120,21.63,The Rookie
1300,1990,5.9,98,16.25,Men at Work
1301,1990,5.9,95,80.82,Another 48 Hrs.
1302,1986,5.9,94,79.82,The Golden Child
1303,1984,5.9,103,31.04,Conan the Destroyer
1304,1982,5.9,136,46.71,Firefox
1307,2020,5.8,95,17.29,Underwater
1308,2018,5.8,102,68.42,Skyscraper
1309,2016,5.8,92,3.91,Morgan
1311,2015,5.8,115,10.64,The Gunman
1312,2014,5.8,89,47.6,Into the Storm
1313,2014,5.8,138,101.2,Noah
1314,2013,5.8,130,31.17,The Mortal Instruments: City of Bones
1315,2013,5.8,125,26.63,The Host
1316,2011,5.8,93,18.94,Haywire
1317,2012,5.8,131,65.42,Battleship
1318,2016,5.8,108,10.91,Pride and Prejudice and Zombies
1319,2013,5.8,104,2.19,Oldboy
1320,2014,5.8,101,191.2,Teenage Mutant Ninja Turtles
1321,2010,5.8,96,60.13,Resident Evil: Afterlife
1322,2009,5.8,158,166.11,2012
1324,2008,5.8,92,56.75,Saw V
1325,2011,5.8,110,10.32,Straw Dogs
1326,2011,5.8,119,98.78,The Green Hornet
1327,2010,5.8,106,163.21,Clash of the Titans
1329,2007,5.8,100,168.27,Wild Hogs
1330,2009,5.8,119,14.05,Cirque du Freak: The Vampire's Assistant
1331,2006,5.8,105,48.75,Firewall
1332,2008,5.8,93,101.7,Journey to the Center of the Earth
1333,2004,5.8,113,52.41,Blade: Trinity
1334,2004,5.8,120,24.01,Around the World in 80 Days
1335,2003,5.8,110,66.47,The League of Extraordinary Gentlemen
1336,2003,5.8,101,34.71,Cradle 2 the Grave
1337,2003,5.8,84,0.5,Taxi 3
1338,2002,5.8,124,142.11,xXx
1339,2000,5.8,104,23.36,Reindeer Games
1340,2000,5.8,112,73.21,Hollow Man
1341,1999,5.8,122,66.89,End of Days
1342,1996,5.8,84,21.16,Bulletproof
1343,1995,5.8,111,20.35,Sudden Death
1344,1995,5.8,108,60.07,Species
1345,1995,5.8,101,70.45,Mortal Kombat
1346,1993,5.8,102,23.8,Striking Distance
1347,1990,5.8,117,45.68,RoboCop 2
1348,1990,5.8,96,47.41,Hard to Kill
1349,1990,5.8,113,31.05,Air America
1350,1988,5.8,102,53.72,Rambo III
1351,1987,5.8,93,16.06,Over the Top
1352,1986,5.8,87,49.04,Cobra
1353,1979,5.8,118,31.76,1941
1354,2021,5.7,88,25.19,Escape Room: Tournament of Champions
1356,2019,5.7,113,65.85,Dark Phoenix
1361,2018,5.7,104,12.7,The Darkest Minds
